text,label
"Can you find 5 papers on mental health interventions during the COVID-19 pandemic from PubMed, specifically older studies published since 2018?",Medicine
"Assess the current state of research on the relationship between sleep disorders and cardiovascular health. Please retrieve 10 papers published after 2019 from Google Scholar, with a preference for meta-analyses and systematic reviews",Medicine
"I need 7 papers discussing the ethical considerations of AI in medical diagnostics, with no restrictions on publication year, from PubMed",Medicine
Retrieve 10 papers focused on maternal health and nutrition during pregnancy published since 2018 from Google Scholar. Emphasize studies that link dietary patterns with pregnancy outcomes,Medicine
Please retrieve 10 papers on the role of nature in Romantic poetry from JSTOR,Literature
Find 5 papers discussing the evolution of the dystopian genre in contemporary fiction from Google Scholar,Literature
"Research on the representation of marginalized voices in American literature, retrieve 10 papers, no year restriction from JSTOR",Literature
"Explore the use of magical realism in Latin American literature, find 8 papers published after 2018 from Google Scholar",Literature
"Please retrieve 10 papers on the narrative structures in Southern Gothic literature, focusing on key authors from JSTOR",Literature
"Investigate the impact of postcolonial theory on recent literary criticism, retrieve 6 papers, no year restriction from Google Scholar",Literature
"Analyze the theme of identity in contemporary young adult literature, please find 10 papers published after 2019 from JSTOR",Literature
"Retrieve 7 papers discussing the intertextuality in the works of Virginia Woolf, focusing on critical perspectives, no year restriction from Google Scholar",Literature
"Please find 10 papers exploring the portrayal of gender in Victorian literature, with an emphasis on social context, from JSTOR",Literature
"Research on narrative perspectives in modern short stories, retrieve 5 papers, no year restriction from Google Scholar",Literature
"Find 10 papers on sustainable agriculture practices from Google Scholar, no year restriction",Other
"Research on the impact of social media on political campaigns, retrieve 10 papers from JSTOR, no year restriction",Other
"Studies on the effects of urban heat islands, retrieve 5 papers from Google Scholar, published after 2018",Other
"I need to find 8 papers discussing global trade policies and their economic impacts, no year restriction, from JSTOR",Other
"Retrieve 10 papers on the role of psychology in consumer behavior, looking for studies published after 2020 from Google Scholar",Other
"I’m interested in recent advancements in renewable energy policy reform; please find 7 relevant papers from JSTOR, published after 2019",Other
"Comprehensive analysis of biodiversity loss in marine ecosystems, retrieve 10 papers from Google Scholar, no year restriction",Other
"Explore theories of organizational behavior in corporate settings; find 6 papers from JSTOR, published after 2021",Other
"Studies exploring public health policies during pandemics, retrieve 8 papers from Google Scholar, no year restriction",Other
"Research on the cultural impacts of globalization, focusing on specific case studies; retrieve 5 papers from JSTOR, published after 2020",Other
